1000,5629,8758,9999=1000,5629,8758,9999$
1000,2047,9555,9999=1000,2047,9555,9999$
1000,2188,4615,9999=1000,2188,4615,9999$
1000,2590,4135,9999=1000,2590,4135,9999$
1000,5888,2991,9999=1000,2991,5888,9999$
1000,1562,6413,9999=1000,1562,6413,9999$
1000,2519,1988,9999=1000,1988,2519,9999$
1000,5495,3387,9999=1000,3387,5495,9999$
1000,3209,2488,9999=1000,2488,3209,9999$
1000,7788,1349,9999=1000,1349,7788,9999$
1000,1837,8975,9999=1000,1837,8975,9999$
1000,7199,8844,9999=1000,7199,8844,9999$
1000,8612,1479,9999=1000,1479,8612,9999$
1000,2322,5900,9999=1000,2322,5900,9999$
1000,7431,3052,9999=1000,3052,7431,9999$
1000,7257,2831,9999=1000,2831,7257,9999$
1000,6862,8794,9999=1000,6862,8794,9999$
1000,7435,6840,9999=1000,6840,7435,9999$
1000,1079,8828,9999=1000,1079,8828,9999$
1000,4417,8656,9999=1000,4417,8656,9999$
1000,8399,2773,9999=1000,2773,8399,9999$
1000,5363,9742,9999=1000,5363,9742,9999$
1000,4961,9836,9999=1000,4961,9836,9999$
1000,6916,5857,9999=1000,5857,6916,9999$
1000,2339,3958,9999=1000,2339,3958,9999$
1000,8826,1905,9999=1000,1905,8826,9999$
1000,8824,4619,9999=1000,4619,8824,9999$
1000,4796,8853,9999=1000,4796,8853,9999$
1000,1957,7888,9999=1000,1957,7888,9999$
1000,7416,1227,9999=1000,1227,7416,9999$
1000,4368,9199,9999=1000,4368,9199,9999$
1000,3037,5540,9999=1000,3037,5540,9999$
1000,2793,6178,9999=1000,2793,6178,9999$
1000,2447,3399,9999=1000,2447,3399,9999$
1000,9705,3386,9999=1000,3386,9705,9999$
1000,2598,5847,9999=1000,2598,5847,9999$
1000,1592,3304,9999=1000,1592,3304,9999$
1000,1438,4840,9999=1000,1438,4840,9999$
1000,4604,3328,9999=1000,3328,4604,9999$
1000,3229,2580,9999=1000,2580,3229,9999$
1000,3412,8326,9999=1000,3412,8326,9999$
1000,2838,8927,9999=1000,2838,8927,9999$
1000,9778,4965,9999=1000,4965,9778,9999$
1000,4833,1971,9999=1000,1971,4833,9999$
1000,3936,1199,9999=1000,1199,3936,9999$
1000,3583,1324,9999=1000,1324,3583,9999$
1000,9634,2597,9999=1000,2597,9634,9999$
1000,6329,3503,9999=1000,3503,6329,9999$
1000,2899,4975,9999=1000,2899,4975,9999$
1000,3051,6100,9999=1000,3051,6100,9999$
1000,2329,7711,9999=1000,2329,7711,9999$
1000,9806,6519,9999=1000,6519,9806,9999$
1000,2849,6958,9999=1000,2849,6958,9999$
1000,5486,9910,9999=1000,5486,9910,9999$
1000,7001,9190,9999=1000,7001,9190,9999$
1000,5768,4159,9999=1000,4159,5768,9999$
1000,9762,3379,9999=1000,3379,9762,9999$
1000,5852,4569,9999=1000,4569,5852,9999$
1000,7783,1005,9999=1000,1005,7783,9999$
1000,7992,9054,9999=1000,7992,9054,9999$
1000,2848,1609,9999=1000,1609,2848,9999$
1000,9747,1259,9999=1000,1259,9747,9999$
1000,4864,5136,9999=1000,4864,5136,9999$
1000,3628,2479,9999=1000,2479,3628,9999$
1000,7625,5902,9999=1000,5902,7625,9999$
1000,9438,7517,9999=1000,7517,9438,9999$
1000,7563,5820,9999=1000,5820,7563,9999$
1000,7553,4269,9999=1000,4269,7553,9999$
1000,1479,3768,9999=1000,1479,3768,9999$
1000,4954,2837,9999=1000,2837,4954,9999$
1000,3694,9505,9999=1000,3694,9505,9999$
1000,5539,4748,9999=1000,4748,5539,9999$
1000,6361,2139,9999=1000,2139,6361,9999$
1000,9315,8591,9999=1000,8591,9315,9999$
1000,8426,4377,9999=1000,4377,8426,9999$
1000,2599,3981,9999=1000,2599,3981,9999$
1000,9383,7094,9999=1000,7094,9383,9999$
1000,1259,3978,9999=1000,1259,3978,9999$
1000,4954,8789,9999=1000,4954,8789,9999$
1000,2502,8740,9999=1000,2502,8740,9999$
1000,5518,2499,9999=1000,2499,5518,9999$
1000,4067,5396,9999=1000,4067,5396,9999$
1000,3337,4794,9999=1000,3337,4794,9999$
1000,6017,8522,9999=1000,6017,8522,9999$
1000,9707,7569,9999=1000,7569,9707,9999$
1000,7406,8197,9999=1000,7406,8197,9999$
1000,1906,5599,9999=1000,1906,5599,9999$
1000,2763,1124,9999=1000,1124,2763,9999$
1000,3649,5968,9999=1000,3649,5968,9999$
1000,7878,2983,9999=1000,2983,7878,9999$
1000,5809,6928,9999=1000,5809,6928,9999$
1000,4847,7936,9999=1000,4847,7936,9999$
1000,4551,5910,9999=1000,4551,5910,9999$
1000,9992,6413,9999=1000,6413,9992,9999$
1000,8699,5926,9999=1000,5926,8699,9999$
1000,5819,9996,9999=1000,5819,9996,9999$
1000,4855,3913,9999=1000,3913,4855,9999$
1000,4228,2946,9999=1000,2946,4228,9999$
1000,9866,1709,9999=1000,1709,9866,9999$
1000,2863,9206,9999=1000,2863,9206,9999$
