1000,7499,2598,9999=1000,2598,7499,9999$
1000,6717,5418,9999=1000,5418,6717,9999$
1000,3425,8723,9999=1000,3425,8723,9999$
1000,1276,3178,9999=1000,1276,3178,9999$
1000,5892,9699,9999=1000,5892,9699,9999$
1000,9825,8726,9999=1000,8726,9825,9999$
1000,7699,8898,9999=1000,7699,8898,9999$
1000,5578,2079,9999=1000,2079,5578,9999$
1000,2988,5889,9999=1000,2988,5889,9999$
1000,9875,1970,9999=1000,1970,9875,9999$
1000,4839,9936,9999=1000,4839,9936,9999$
1000,8209,1600,9999=1000,1600,8209,9999$
1000,7156,5454,9999=1000,5454,7156,9999$
1000,5623,2922,9999=1000,2922,5623,9999$
1000,6097,3596,9999=1000,3596,6097,9999$
1000,3851,8452,9999=1000,3851,8452,9999$
1000,4836,5931,9999=1000,4836,5931,9999$
1000,6900,9107,9999=1000,6900,9107,9999$
1000,1538,6139,9999=1000,1538,6139,9999$
1000,7845,9942,9999=1000,7845,9942,9999$
1000,3987,5688,9999=1000,3987,5688,9999$
1000,8300,5208,9999=1000,5208,8300,9999$
1000,5848,8349,9999=1000,5848,8349,9999$
1000,3604,2901,9999=1000,2901,3604,9999$
1000,5888,8985,9999=1000,5888,8985,9999$
1000,5873,4577,9999=1000,4577,5873,9999$
1000,6890,1298,9999=1000,1298,6890,9999$
1000,1709,4908,9999=1000,1709,4908,9999$
1000,9815,1719,9999=1000,1719,9815,9999$
1000,6099,8297,9999=1000,6099,8297,9999$
1000,8037,1535,9999=1000,1535,8037,9999$
1000,5715,4910,9999=1000,4910,5715,9999$
1000,4679,1774,9999=1000,1774,4679,9999$
1000,8382,3288,9999=1000,3288,8382,9999$
1000,3814,6316,9999=1000,3814,6316,9999$
1000,9806,5709,9999=1000,5709,9806,9999$
1000,6801,8609,9999=1000,6801,8609,9999$
1000,6474,1378,9999=1000,1378,6474,9999$
1000,8382,6681,9999=1000,6681,8382,9999$
1000,7535,2338,9999=1000,2338,7535,9999$
1000,2016,1614,9999=1000,1614,2016,9999$
1000,8618,4019,9999=1000,4019,8618,9999$
1000,8310,2111,9999=1000,2111,8310,9999$
1000,6860,2065,9999=1000,2065,6860,9999$
1000,7095,2990,9999=1000,2990,7095,9999$
1000,7760,2668,9999=1000,2668,7760,9999$
1000,8760,7168,9999=1000,7168,8760,9999$
1000,6088,4283,9999=1000,4283,6088,9999$
1000,9724,5922,9999=1000,5922,9724,9999$
1000,1628,2925,9999=1000,1628,2925,9999$
1000,9498,3995,9999=1000,3995,9498,9999$
1000,1858,4956,9999=1000,1858,4956,9999$
1000,4737,5539,9999=1000,4737,5539,9999$
1000,6892,7693,9999=1000,6892,7693,9999$
1000,1077,9473,9999=1000,1077,9473,9999$
1000,4597,5993,9999=1000,4597,5993,9999$
1000,1529,7628,9999=1000,1529,7628,9999$
1000,5524,9620,9999=1000,5524,9620,9999$
1000,5437,3635,9999=1000,3635,5437,9999$
1000,4423,1520,9999=1000,1520,4423,9999$
1000,2863,7466,9999=1000,2863,7466,9999$
1000,3352,8154,9999=1000,3352,8154,9999$
1000,4933,8534,9999=1000,4933,8534,9999$
1000,4790,6595,9999=1000,4790,6595,9999$
1000,9124,8921,9999=1000,8921,9124,9999$
1000,7788,6885,9999=1000,6885,7788,9999$
1000,8684,9980,9999=1000,8684,9980,9999$
1000,4734,9638,9999=1000,4734,9638,9999$
1000,3166,7461,9999=1000,3166,7461,9999$
1000,9079,6878,9999=1000,6878,9079,9999$
1000,8568,9965,9999=1000,8568,9965,9999$
1000,1466,4565,9999=1000,1466,4565,9999$
1000,9441,2343,9999=1000,2343,9441,9999$
1000,1557,5854,9999=1000,1557,5854,9999$
1000,3439,6735,9999=1000,3439,6735,9999$
1000,1966,9267,9999=1000,1966,9267,9999$
1000,4839,9937,9999=1000,4839,9937,9999$
1000,6619,4717,9999=1000,4717,6619,9999$
1000,1288,7580,9999=1000,1288,7580,9999$
1000,6659,4958,9999=1000,4958,6659,9999$
1000,1556,2258,9999=1000,1556,2258,9999$
1000,7731,2337,9999=1000,2337,7731,9999$
1000,8198,5490,9999=1000,5490,8198,9999$
1000,3605,5803,9999=1000,3605,5803,9999$
1000,9545,2642,9999=1000,2642,9545,9999$
1000,7766,3268,9999=1000,3268,7766,9999$
1000,7319,4616,9999=1000,4616,7319,9999$
1000,3974,6876,9999=1000,3974,6876,9999$
1000,3608,9903,9999=1000,3608,9903,9999$
1000,8058,9254,9999=1000,8058,9254,9999$
1000,5653,8255,9999=1000,5653,8255,9999$
1000,7298,9891,9999=1000,7298,9891,9999$
1000,4805,3901,9999=1000,3901,4805,9999$
1000,7378,2179,9999=1000,2179,7378,9999$
1000,8868,3967,9999=1000,3967,8868,9999$
1000,8617,7716,9999=1000,7716,8617,9999$
1000,5507,2209,9999=1000,2209,5507,9999$
1000,2977,3378,9999=1000,2977,3378,9999$
1000,5075,3272,9999=1000,3272,5075,9999$
1000,9016,7512,9999=1000,7512,9016,9999$
1000,3957,5858,9999=1000,3957,5858,9999$
1000,2880,8781,9999=1000,2880,8781,9999$
1000,4362,5561,9999=1000,4362,5561,9999$
1000,1365,2961,9999=1000,1365,2961,9999$
1000,3818,4915,9999=1000,3818,4915,9999$
1000,4881,5685,9999=1000,4881,5685,9999$
1000,2036,7735,9999=1000,2036,7735,9999$
1000,4466,9965,9999=1000,4466,9965,9999$
1000,4719,8818,9999=1000,4719,8818,9999$
1000,2942,7645,9999=1000,2942,7645,9999$
1000,6029,9826,9999=1000,6029,9826,9999$
1000,9139,1633,9999=1000,1633,9139,9999$
1000,4566,2964,9999=1000,2964,4566,9999$
1000,7927,4329,9999=1000,4329,7927,9999$
1000,5926,7029,9999=1000,5926,7029,9999$
1000,1843,5545,9999=1000,1843,5545,9999$
1000,1886,5389,9999=1000,1886,5389,9999$
1000,3951,9155,9999=1000,3951,9155,9999$
1000,3209,5708,9999=1000,3209,5708,9999$
1000,9738,2932,9999=1000,2932,9738,9999$
1000,4339,8634,9999=1000,4339,8634,9999$
1000,4875,6779,9999=1000,4875,6779,9999$
1000,3869,9962,9999=1000,3869,9962,9999$
1000,1179,8678,9999=1000,1179,8678,9999$
1000,3488,6884,9999=1000,3488,6884,9999$
1000,8784,2882,9999=1000,2882,8784,9999$
1000,1609,7805,9999=1000,1609,7805,9999$
1000,5079,2276,9999=1000,2276,5079,9999$
1000,4925,8526,9999=1000,4925,8526,9999$
1000,7063,4660,9999=1000,4660,7063,9999$
1000,8243,3341,9999=1000,3341,8243,9999$
1000,7762,2369,9999=1000,2369,7762,9999$
1000,5964,6868,9999=1000,5964,6868,9999$
1000,2616,7419,9999=1000,2616,7419,9999$
1000,1241,4048,9999=1000,1241,4048,9999$
1000,7485,5287,9999=1000,5287,7485,9999$
1000,4125,9923,9999=1000,4125,9923,9999$
1000,1636,4338,9999=1000,1636,4338,9999$
1000,2196,4891,9999=1000,2196,4891,9999$
1000,6911,1712,9999=1000,1712,6911,9999$
1000,5203,1008,9999=1000,1008,5203,9999$
1000,7906,5708,9999=1000,5708,7906,9999$
1000,6956,7559,9999=1000,6956,7559,9999$
1000,6806,7009,9999=1000,6806,7009,9999$
1000,1625,3429,9999=1000,1625,3429,9999$
1000,8690,7096,9999=1000,7096,8690,9999$
1000,6707,9901,9999=1000,6707,9901,9999$
1000,8963,2469,9999=1000,2469,8963,9999$
1000,9129,1628,9999=1000,1628,9129,9999$
1000,8825,2923,9999=1000,2923,8825,9999$
1000,2029,3325,9999=1000,2029,3325,9999$
1000,4448,6149,9999=1000,4448,6149,9999$
1000,6716,4119,9999=1000,4119,6716,9999$
1000,9661,7366,9999=1000,7366,9661,9999$
1000,2317,3911,9999=1000,2317,3911,9999$
1000,6520,8029,9999=1000,6520,8029,9999$
