1000,2203,2851,9999=1000,2203,2851,9999$
1000,7309,7810,9999=1000,7309,7810,9999$
1000,4488,4562,9999=1000,4488,4562,9999$
1000,7558,7641,9999=1000,7558,7641,9999$
1000,2858,2069,9999=1000,2069,2858,9999$
1000,7512,7791,9999=1000,7512,7791,9999$
1000,4844,4118,9999=1000,4118,4844,9999$
1000,6427,6562,9999=1000,6427,6562,9999$
1000,4826,4985,9999=1000,4826,4985,9999$
1000,4107,4565,9999=1000,4107,4565,9999$
1000,8269,8488,9999=1000,8269,8488,9999$
1000,7298,7767,9999=1000,7298,7767,9999$
1000,1911,1638,9999=1000,1638,1911,9999$
1000,7991,7876,9999=1000,7876,7991,9999$
1000,6719,6854,9999=1000,6719,6854,9999$
1000,3983,3415,9999=1000,3415,3983,9999$
1000,6925,6899,9999=1000,6899,6925,9999$
1000,1610,1464,9999=1000,1464,1610,9999$
1000,2912,2888,9999=1000,2888,2912,9999$
1000,8689,8728,9999=1000,8689,8728,9999$
1000,5865,5951,9999=1000,5865,5951,9999$
1000,4814,4963,9999=1000,4814,4963,9999$
1000,2005,2641,9999=1000,2005,2641,9999$
1000,5877,5739,9999=1000,5739,5877,9999$
1000,4916,4528,9999=1000,4528,4916,9999$
1000,1515,1603,9999=1000,1515,1603,9999$
1000,4288,4577,9999=1000,4288,4577,9999$
1000,2875,2991,9999=1000,2875,2991,9999$
1000,3666,3782,9999=1000,3666,3782,9999$
1000,1966,1749,9999=1000,1749,1966,9999$
1000,9379,9428,9999=1000,9379,9428,9999$
1000,6900,6819,9999=1000,6819,6900,9999$
1000,2721,2315,9999=1000,2315,2721,9999$
1000,1896,1914,9999=1000,1896,1914,9999$
1000,6436,6855,9999=1000,6436,6855,9999$
1000,1376,1814,9999=1000,1376,1814,9999$
1000,6219,6648,9999=1000,6219,6648,9999$
1000,9105,9494,9999=1000,9105,9494,9999$
1000,2387,2925,9999=1000,2387,2925,9999$
1000,5088,5276,9999=1000,5088,5276,9999$
1000,1607,1469,9999=1000,1469,1607,9999$
1000,9206,9720,9999=1000,9206,9720,9999$
1000,9426,9770,9999=1000,9426,9770,9999$
1000,4834,4912,9999=1000,4834,4912,9999$
1000,3526,3973,9999=1000,3526,3973,9999$
1000,3813,3777,9999=1000,3777,3813,9999$
1000,6348,6735,9999=1000,6348,6735,9999$
1000,2948,2669,9999=1000,2669,2948,9999$
1000,1418,1551,9999=1000,1418,1551,9999$
1000,6956,6879,9999=1000,6879,6956,9999$
1000,4948,4009,9999=1000,4009,4948,9999$
1000,6861,6516,9999=1000,6516,6861,9999$
1000,9444,9972,9999=1000,9444,9972,9999$
1000,7868,7429,9999=1000,7429,7868,9999$
1000,5549,5937,9999=1000,5549,5937,9999$
1000,4881,4276,9999=1000,4276,4881,9999$
1000,9396,9954,9999=1000,9396,9954,9999$
1000,4729,4807,9999=1000,4729,4807,9999$
1000,4262,4880,9999=1000,4262,4880,9999$
1000,7930,7829,9999=1000,7829,7930,9999$
1000,4719,4987,9999=1000,4719,4987,9999$
1000,9974,9726,9999=1000,9726,9974,9999$
1000,5881,5476,9999=1000,5476,5881,9999$
1000,4844,4962,9999=1000,4844,4962,9999$
1000,4866,4128,9999=1000,4128,4866,9999$
1000,9677,9860,9999=1000,9677,9860,9999$
1000,8609,8868,9999=1000,8609,8868,9999$
1000,8039,8755,9999=1000,8039,8755,9999$
1000,3976,3829,9999=1000,3829,3976,9999$
1000,1715,1870,9999=1000,1715,1870,9999$
1000,7558,7934,9999=1000,7558,7934,9999$
1000,5817,5985,9999=1000,5817,5985,9999$
1000,2402,2314,9999=1000,2314,2402,9999$
1000,3774,3317,9999=1000,3317,3774,9999$
1000,3591,3212,9999=1000,3212,3591,9999$
1000,5394,5463,9999=1000,5394,5463,9999$
1000,5698,5019,9999=1000,5019,5698,9999$
1000,6717,6098,9999=1000,6098,6717,9999$
1000,7758,7689,9999=1000,7689,7758,9999$
1000,9474,9783,9999=1000,9474,9783,9999$
1000,5870,5638,9999=1000,5638,5870,9999$
1000,6429,6784,9999=1000,6429,6784,9999$
1000,5483,5309,9999=1000,5309,5483,9999$
1000,7977,7798,9999=1000,7798,7977,9999$
1000,2349,2635,9999=1000,2349,2635,9999$
1000,9889,9955,9999=1000,9889,9955,9999$
1000,5344,5651,9999=1000,5344,5651,9999$
1000,4835,4981,9999=1000,4835,4981,9999$
